Sexo;Idade;Raça;Escolaridade;Rendimento mensal;Horas trabalhadas por semana;Região do domicílio;Número de pessoas no domicílio
Homem;41;Branca;Superior incompleto ou equivalente;4000;40;Urbana;2
Mulher;28;Parda;Médio incompleto ou equivalente;1045;44;Urbana;5
Mulher;54;Parda;Fundamental incompleto ou equivalente;1045;48;Rural;2
Homem;31;Branca;Médio completo ou equivalente;4000;40;Urbana;4
Homem;21;Parda;Superior incompleto ou equivalente;138;48;Rural;5
Mulher;34;Preta;Fundamental completo ou equivalente;1045;40;Urbana;6
Mulher;36;Parda;Médio completo ou equivalente;1045;36;Urbana;5
Homem;41;Branca;Fundamental incompleto ou equivalente;2000;40;Rural;3
Homem;20;Branca;Fundamental completo ou equivalente;1500;44;Urbana;3
Homem;31;Parda;Médio completo ou equivalente;2200;49;Urbana;1
Homem;54;Parda;Médio incompleto ou equivalente;2500;48;Rural;2
Mulher;33;Branca;Superior completo;2500;40;Urbana;3
Homem;65;Parda;Fundamental incompleto ou equivalente;2000;36;Rural;2
Mulher;52;Parda;Superior completo;3000;36;Urbana;3
Mulher;28;Parda;Médio incompleto ou equivalente;1500;48;Urbana;5
Homem;62;Branca;Fundamental incompleto ou equivalente;1000;50;Rural;3
Homem;40;Branca;Médio completo ou equivalente;3000;44;Urbana;3
Homem;21;Branca;Superior incompleto ou equivalente;900;30;Urbana;2
Mulher;53;Parda;Fundamental completo ou equivalente;400;30;Urbana;2
Mulher;26;Parda;Médio incompleto ou equivalente;800;30;Urbana;4
Mulher;42;Branca;Superior completo;3000;40;Urbana;4
Homem;42;Parda;Fundamental incompleto ou equivalente;600;44;Rural;2
Homem;26;Preta;Médio completo ou equivalente;1189;54;Urbana;4
Homem;39;Parda;Fundamental incompleto ou equivalente;1045;44;Urbana;2
Homem;25;Branca;Superior completo;3000;42;Urbana;3
Mulher;44;Parda;Médio completo ou equivalente;1045;45;Urbana;4
Homem;30;Parda;Médio completo ou equivalente;2000;44;Urbana;6
Homem;61;Branca;Fundamental completo ou equivalente;1500;30;Rural;1
Mulher;43;Branca;Médio completo ou equivalente;1700;48;Urbana;2
Mulher;48;Branca;Médio completo ou equivalente;700;40;Urbana;3
Homem;41;Parda;Superior completo;30900;48;Urbana;5
Homem;48;Branca;Superior completo;26000;40;Urbana;3
Mulher;44;Parda;Superior completo;1500;20;Urbana;3
Mulher;38;Branca;Superior completo;1900;30;Urbana;2
Mulher;45;Parda;Fundamental completo ou equivalente;850;35;Rural;4
Homem;42;Parda;Fundamental incompleto ou equivalente;600;24;Rural;3
Homem;28;Parda;Superior completo;2000;50;Urbana;2
Mulher;16;Parda;Médio incompleto ou equivalente;300;40;Rural;9
Mulher;43;Parda;Superior completo;5500;40;Urbana;3
Homem;50;Branca;Fundamental incompleto ou equivalente;1100;40;Urbana;2
Homem;30;Preta;Superior completo;5140;56;Urbana;2
Homem;52;Parda;Sem instrução e menos de 1 ano de estudo;150;30;Rural;3
Mulher;31;Amarela;Médio completo ou equivalente;1045;40;Urbana;2
Homem;66;Branca;Fundamental incompleto ou equivalente;500;44;Rural;2
Homem;41;Parda;Médio completo ou equivalente;2500;36;Urbana;5
Mulher;47;Parda;Médio completo ou equivalente;1600;44;Urbana;3
Mulher;43;Branca;Fundamental incompleto ou equivalente;1000;44;Urbana;3
Mulher;48;Parda;Fundamental incompleto ou equivalente;1100;44;Urbana;5
Homem;30;Parda;Médio incompleto ou equivalente;1000;44;Rural;5
Homem;59;Parda;Fundamental incompleto ou equivalente;200;40;Rural;2
Homem;59;Parda;Fundamental incompleto ou equivalente;1300;44;Urbana;3
Homem;18;Branca;Médio incompleto ou equivalente;1300;44;Urbana;3
Homem;27;Preta;Médio completo ou equivalente;1045;48;Urbana;4
Homem;41;Preta;Fundamental incompleto ou equivalente;1200;40;Urbana;5
Mulher;41;Parda;Superior completo;6000;40;Urbana;7
Homem;43;Parda;Médio completo ou equivalente;1601;40;Urbana;3
Mulher;24;Parda;Médio completo ou equivalente;1300;48;Urbana;3
Mulher;52;Preta;Médio completo ou equivalente;1200;40;Urbana;4
Homem;57;Branca;Fundamental completo ou equivalente;600;56;Rural;2
Mulher;45;Parda;Superior completo;5000;40;Urbana;3
Homem;29;Parda;Fundamental incompleto ou equivalente;3000;52;Rural;4
Mulher;54;Parda;Médio completo ou equivalente;1045;48;Urbana;1
Homem;25;Branca;Superior completo;3100;40;Urbana;1
Mulher;26;Branca;Superior completo;1500;40;Urbana;3
Homem;56;Branca;Superior completo;4000;40;Urbana;4
Homem;62;Branca;Fundamental incompleto ou equivalente;1900;50;Urbana;2
Homem;38;Preta;Superior completo;10000;40;Urbana;5
Homem;23;Parda;Médio completo ou equivalente;2000;44;Urbana;3
Mulher;56;Parda;Fundamental incompleto ou equivalente;1000;50;Rural;2
Homem;29;Parda;Fundamental incompleto ou equivalente;1045;44;Rural;1
Mulher;57;Parda;Médio incompleto ou equivalente;600;10;Urbana;2
Mulher;50;Preta;Fundamental incompleto ou equivalente;550;12;Urbana;2
Mulher;24;Parda;Médio completo ou equivalente;160;8;Urbana;2
Mulher;45;Parda;Superior completo;1200;30;Urbana;5
Homem;37;Branca;Médio incompleto ou equivalente;1600;42;Rural;5
Mulher;38;Parda;Fundamental completo ou equivalente;1045;44;Urbana;5
Homem;37;Parda;Fundamental incompleto ou equivalente;1400;40;Urbana;2
Mulher;38;Branca;Fundamental completo ou equivalente;1045;60;Rural;5
Mulher;56;Branca;Fundamental incompleto ou equivalente;1000;48;Urbana;4
Homem;58;Branca;Médio completo ou equivalente;1800;50;Urbana;2
Mulher;28;Parda;Superior completo;2000;30;Urbana;3
Homem;43;Branca;Médio completo ou equivalente;5000;60;Rural;4
Homem;38;Parda;Fundamental incompleto ou equivalente;750;40;Rural;3
Homem;38;Parda;Médio completo ou equivalente;2000;40;Urbana;4
Homem;47;Branca;Fundamental incompleto ou equivalente;2500;44;Urbana;5
Homem;36;Parda;Fundamental incompleto ou equivalente;400;20;Rural;5
Mulher;37;Preta;Superior completo;2300;40;Urbana;4
Mulher;40;Branca;Superior completo;4000;40;Rural;3
Homem;43;Branca;Superior completo;7000;50;Urbana;5
Homem;39;Branca;Médio incompleto ou equivalente;1800;45;Rural;2
Homem;46;Branca;Fundamental incompleto ou equivalente;900;63;Rural;2
Mulher;47;Branca;Superior completo;6000;40;Urbana;3
Homem;28;Branca;Superior completo;2500;40;Urbana;3
Mulher;37;Branca;Médio completo ou equivalente;1500;48;Urbana;4
Mulher;40;Parda;Médio completo ou equivalente;1250;40;Urbana;5
Homem;35;Parda;Médio completo ou equivalente;2000;40;Urbana;4
Homem;53;Parda;Médio completo ou equivalente;2000;40;Urbana;2
Homem;48;Preta;Superior completo;4500;44;Urbana;5
Homem;41;Parda;Fundamental incompleto ou equivalente;600;30;Urbana;7
Mulher;51;Parda;Fundamental completo ou equivalente;1200;30;Urbana;3
Homem;36;Branca;Superior completo;3500;40;Urbana;3
Mulher;40;Branca;Médio incompleto ou equivalente;1045;40;Urbana;2
Mulher;57;Parda;Fundamental incompleto ou equivalente;1090;40;Urbana;4
Homem;19;Parda;Sem instrução e menos de 1 ano de estudo;70;20;Rural;2
Mulher;37;Parda;Fundamental incompleto ou equivalente;500;16;Urbana;4
Mulher;38;Parda;Superior completo;4000;40;Urbana;3
Mulher;38;Branca;Superior completo;3000;44;Urbana;4
Homem;46;Branca;Fundamental incompleto ou equivalente;3000;60;Urbana;3
Homem;34;Preta;Médio completo ou equivalente;1052;40;Urbana;2
Homem;63;Branca;Superior completo;15000;40;Urbana;3
Homem;37;Branca;Superior completo;11000;40;Urbana;3
Homem;51;Parda;Fundamental incompleto ou equivalente;2000;44;Rural;5
Mulher;44;Parda;Superior completo;2500;20;Urbana;3
Homem;44;Branca;Superior completo;2200;40;Urbana;4
Homem;34;Parda;Fundamental incompleto ou equivalente;600;30;Urbana;2
Homem;24;IndÃ­gena;Médio completo ou equivalente;800;48;Urbana;3
Homem;54;Parda;Médio completo ou equivalente;3300;40;Urbana;1
Homem;27;Preta;Superior incompleto ou equivalente;2000;44;Urbana;3
Homem;35;Branca;Fundamental completo ou equivalente;1000;40;Rural;3
Mulher;44;Parda;Médio completo ou equivalente;2090;48;Rural;4
Homem;34;Branca;Fundamental completo ou equivalente;1045;40;Urbana;3
Mulher;40;Branca;Superior completo;3000;30;Urbana;3
Homem;43;Preta;Fundamental incompleto ou equivalente;1000;63;Urbana;3
Homem;25;Branca;Superior incompleto ou equivalente;1200;60;Rural;5
Homem;37;Branca;Fundamental completo ou equivalente;1245;40;Rural;4
Mulher;51;Branca;Médio completo ou equivalente;1600;30;Urbana;3
Homem;26;Parda;Superior incompleto ou equivalente;1500;60;Rural;3
Homem;35;Parda;Fundamental incompleto ou equivalente;1000;40;Urbana;1
Mulher;39;Parda;Fundamental completo ou equivalente;1045;44;Urbana;4
Homem;23;Parda;Médio completo ou equivalente;1400;44;Urbana;3
Mulher;32;Branca;Superior completo;5000;44;Urbana;1
Homem;29;Branca;Médio completo ou equivalente;1000;44;Urbana;5
Homem;72;Branca;Fundamental incompleto ou equivalente;2000;20;Urbana;2
Homem;35;Branca;Fundamental incompleto ou equivalente;1800;44;Urbana;6
Mulher;32;Amarela;Superior completo;8000;40;Urbana;2
Mulher;40;Branca;Fundamental completo ou equivalente;1200;30;Urbana;3
Homem;55;Branca;Médio completo ou equivalente;5000;48;Urbana;3
Homem;20;Parda;Médio incompleto ou equivalente;1100;48;Urbana;5
Mulher;39;Parda;Fundamental incompleto ou equivalente;500;24;Rural;4
Mulher;50;Branca;Superior completo;1800;40;Urbana;2
Homem;47;Parda;Fundamental incompleto ou equivalente;500;40;Rural;6
Homem;51;Parda;Médio completo ou equivalente;6000;48;Urbana;3
Homem;51;Parda;Fundamental incompleto ou equivalente;1500;45;Urbana;3
Homem;46;Parda;Superior completo;3000;20;Urbana;3
Mulher;36;Preta;Médio completo ou equivalente;500;30;Urbana;4
Mulher;31;Parda;Superior completo;1200;40;Rural;3
Homem;44;Branca;Superior completo;6300;30;Urbana;1
Homem;41;Parda;Fundamental incompleto ou equivalente;400;24;Urbana;2
Homem;60;Amarela;Superior completo;9000;44;Urbana;4
Mulher;48;Parda;Fundamental incompleto ou equivalente;400;25;Rural;2
Mulher;21;Parda;Médio completo ou equivalente;80;10;Urbana;6
Homem;33;Parda;Médio completo ou equivalente;800;40;Urbana;2
Homem;62;Preta;Fundamental incompleto ou equivalente;1045;44;Rural;2
Homem;27;Parda;Médio completo ou equivalente;1400;50;Urbana;3
Homem;27;Preta;Médio completo ou equivalente;1400;44;Urbana;2
Homem;28;Branca;Superior completo;3000;40;Urbana;4
Mulher;48;Branca;Superior completo;5180;80;Urbana;3
Homem;34;Parda;Superior incompleto ou equivalente;1500;40;Urbana;6
Mulher;32;Branca;Superior completo;2700;30;Urbana;4
Homem;42;Parda;Superior incompleto ou equivalente;600;40;Urbana;4
Homem;58;Parda;Médio completo ou equivalente;1045;44;Urbana;4
Mulher;31;Parda;Superior incompleto ou equivalente;1200;30;Urbana;5
Mulher;33;Parda;Superior incompleto ou equivalente;500;30;Urbana;3
Homem;52;Branca;Superior incompleto ou equivalente;6000;36;Urbana;4
Homem;49;Branca;Superior completo;9500;40;Urbana;3
Homem;31;Branca;Médio completo ou equivalente;1200;44;Rural;3
Homem;45;Parda;Superior completo;6300;30;Urbana;4
Homem;37;Branca;Sem instrução e menos de 1 ano de estudo;500;40;Rural;4
Homem;55;Branca;Médio completo ou equivalente;1720;40;Urbana;4
Homem;43;Preta;Fundamental incompleto ou equivalente;850;30;Urbana;3
Mulher;32;Parda;Médio completo ou equivalente;1045;48;Urbana;3
Mulher;66;Branca;Superior completo;3000;30;Urbana;2
Homem;24;Parda;Médio incompleto ou equivalente;150;24;Rural;3
Homem;58;Parda;Sem instrução e menos de 1 ano de estudo;600;40;Rural;6
Homem;28;Preta;Superior completo;300;4;Urbana;3
Mulher;29;Branca;Fundamental incompleto ou equivalente;800;44;Rural;8
Mulher;62;Branca;Médio completo ou equivalente;1500;44;Urbana;1
Homem;56;Amarela;Sem instrução e menos de 1 ano de estudo;350;40;Rural;4
Homem;45;Branca;Superior incompleto ou equivalente;3500;44;Urbana;2
Mulher;32;Preta;Médio completo ou equivalente;500;15;Rural;3
Homem;61;Parda;Fundamental incompleto ou equivalente;800;25;Rural;2
Homem;30;Parda;Fundamental incompleto ou equivalente;400;30;Rural;4
Homem;64;Branca;Superior completo;8000;40;Urbana;2
Mulher;65;Branca;Superior completo;7000;25;Urbana;1
Mulher;59;Branca;Superior completo;3000;44;Urbana;4
Homem;20;Parda;Fundamental completo ou equivalente;400;24;Rural;2
Homem;61;Branca;Fundamental incompleto ou equivalente;1500;44;Urbana;3
Mulher;45;Parda;Médio completo ou equivalente;3000;40;Urbana;3
Mulher;50;Branca;Médio completo ou equivalente;2500;40;Urbana;2
Homem;18;Parda;Fundamental completo ou equivalente;900;45;Urbana;4
Mulher;33;Parda;Superior incompleto ou equivalente;1045;44;Urbana;5
Homem;20;Parda;Fundamental incompleto ou equivalente;1200;40;Rural;6
Mulher;35;Parda;Médio completo ou equivalente;400;30;Urbana;6
Homem;26;Parda;Médio completo ou equivalente;1500;40;Urbana;3
Homem;18;Parda;Fundamental completo ou equivalente;1000;44;Urbana;6
Mulher;48;Preta;Superior completo;5000;40;Urbana;4
Mulher;49;Branca;Fundamental incompleto ou equivalente;1045;48;Urbana;2
Homem;26;Branca;Médio completo ou equivalente;2000;50;Urbana;3
Homem;50;Parda;Fundamental incompleto ou equivalente;300;30;Urbana;3
Homem;63;Branca;Fundamental incompleto ou equivalente;300;28;Rural;3
Homem;29;Branca;Superior completo;500;20;Urbana;2
Homem;41;Preta;Médio completo ou equivalente;2000;40;Urbana;4
Mulher;22;Parda;Superior completo;1100;30;Urbana;2
Homem;60;Parda;Fundamental incompleto ou equivalente;300;5;Rural;2
Homem;39;Branca;Fundamental incompleto ou equivalente;1800;70;Rural;4
Homem;37;Parda;Médio completo ou equivalente;300;30;Rural;3
Mulher;57;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;2
Homem;42;Parda;Médio completo ou equivalente;6000;40;Urbana;3
Homem;40;Parda;Fundamental incompleto ou equivalente;500;40;Rural;3
Homem;34;Branca;Superior incompleto ou equivalente;2500;40;Urbana;3
Mulher;23;Branca;Superior completo;2500;44;Urbana;5
Mulher;57;Branca;Fundamental completo ou equivalente;800;30;Urbana;2
Mulher;70;IndÃ­gena;Médio completo ou equivalente;325;40;Rural;2
Homem;30;Parda;Superior incompleto ou equivalente;1600;44;Urbana;2
Mulher;41;Branca;Superior completo;1900;40;Urbana;3
Mulher;33;Parda;Fundamental completo ou equivalente;2000;48;Urbana;2
Homem;41;Preta;Médio completo ou equivalente;1500;45;Urbana;2
Homem;30;Parda;Médio completo ou equivalente;1500;48;Urbana;10
Homem;43;Preta;Médio completo ou equivalente;1850;44;Urbana;4
Mulher;43;Branca;Médio completo ou equivalente;1045;40;Urbana;4
Mulher;29;Branca;Médio completo ou equivalente;1120;30;Urbana;4
Homem;44;Parda;Médio completo ou equivalente;1045;40;Urbana;4
Mulher;58;Parda;Superior completo;13000;30;Urbana;2
Homem;52;Preta;Sem instrução e menos de 1 ano de estudo;125;7;Rural;3
Mulher;29;IndÃ­gena;Médio incompleto ou equivalente;400;10;Urbana;2
Homem;42;Parda;Fundamental incompleto ou equivalente;500;30;Urbana;2
Homem;44;Amarela;Médio incompleto ou equivalente;1045;20;Urbana;3
Homem;46;Parda;Fundamental incompleto ou equivalente;50;20;Rural;1
Mulher;37;Parda;Médio completo ou equivalente;1700;44;Urbana;3
Mulher;23;Parda;Médio completo ou equivalente;1200;45;Urbana;4
Homem;24;Branca;Fundamental incompleto ou equivalente;400;16;Rural;8
Mulher;31;Parda;Superior completo;1045;40;Urbana;5
Homem;29;Parda;Fundamental incompleto ou equivalente;400;15;Rural;7
Homem;37;Parda;Médio completo ou equivalente;9000;20;Urbana;2
Mulher;35;Parda;Médio completo ou equivalente;1500;44;Rural;5
Homem;25;Parda;Fundamental incompleto ou equivalente;1250;44;Rural;4
Homem;51;Parda;Fundamental incompleto ou equivalente;1500;40;Urbana;4
Mulher;60;Parda;Superior completo;1847;20;Urbana;2
Mulher;79;Preta;Sem instrução e menos de 1 ano de estudo;60;10;Rural;2
Mulher;48;Parda;Fundamental completo ou equivalente;1000;40;Urbana;3
Homem;24;Parda;Médio incompleto ou equivalente;300;20;Rural;3
Homem;61;Parda;Médio completo ou equivalente;800;40;Urbana;2
Homem;58;Branca;Fundamental incompleto ou equivalente;1500;70;Urbana;2
Mulher;30;Parda;Médio completo ou equivalente;1045;44;Urbana;3
Mulher;47;Branca;Superior completo;8000;40;Urbana;3
Homem;24;Parda;Fundamental incompleto ou equivalente;800;48;Rural;3
Homem;21;Parda;Superior completo;1045;30;Rural;5
Mulher;61;Parda;Médio completo ou equivalente;1500;20;Urbana;5
Mulher;43;Branca;Médio completo ou equivalente;2500;60;Urbana;4
Homem;39;Branca;Superior completo;30000;40;Urbana;4
Homem;52;Preta;Fundamental completo ou equivalente;2000;44;Urbana;3
Homem;37;Parda;Médio completo ou equivalente;3200;44;Urbana;4
Homem;57;Branca;Fundamental incompleto ou equivalente;2300;50;Rural;2
Mulher;57;Branca;Superior incompleto ou equivalente;522;44;Urbana;3
Homem;39;Parda;Superior completo;4500;40;Urbana;4
Mulher;61;Branca;Fundamental incompleto ou equivalente;1300;40;Urbana;2
Homem;18;Branca;Médio completo ou equivalente;800;40;Urbana;5
Mulher;60;Branca;Superior completo;15000;30;Urbana;2
Mulher;25;Branca;Superior completo;1045;40;Urbana;3
Mulher;54;Parda;Superior completo;2800;26;Urbana;4
Homem;40;Parda;Fundamental completo ou equivalente;1200;44;Urbana;5
Mulher;69;Branca;Superior completo;600;60;Rural;1
Mulher;35;Branca;Médio completo ou equivalente;3000;40;Urbana;5
Homem;41;Parda;Médio completo ou equivalente;1600;40;Urbana;5
Homem;31;Parda;Superior completo;2200;20;Rural;2
Homem;48;Parda;Fundamental completo ou equivalente;2200;44;Urbana;3
Homem;29;Branca;Médio completo ou equivalente;1050;40;Rural;5
Homem;50;Parda;Médio completo ou equivalente;2000;40;Urbana;4
Mulher;21;Parda;Médio completo ou equivalente;2000;40;Urbana;3
Homem;67;Parda;Fundamental incompleto ou equivalente;800;36;Urbana;2
Homem;51;Parda;Sem instrução e menos de 1 ano de estudo;2332;40;Urbana;5
Homem;40;Branca;Superior completo;10000;32;Urbana;3
Homem;27;Branca;Médio completo ou equivalente;1600;36;Rural;5
Homem;26;Parda;Superior completo;1800;40;Urbana;3
Homem;27;Parda;Médio completo ou equivalente;3000;40;Urbana;4
Homem;59;Branca;Fundamental completo ou equivalente;1160;44;Urbana;1
Homem;30;Parda;Superior completo;2000;60;Urbana;3
Homem;24;Branca;Fundamental completo ou equivalente;1445;44;Urbana;4
Mulher;55;Branca;Médio incompleto ou equivalente;900;48;Rural;3
Mulher;38;Parda;Superior completo;1045;20;Rural;5
Mulher;29;Branca;Superior completo;2000;36;Urbana;3
Homem;37;Parda;Fundamental incompleto ou equivalente;200;40;Urbana;4
Mulher;15;Parda;Fundamental incompleto ou equivalente;400;16;Rural;4
Homem;39;Parda;Médio completo ou equivalente;1800;40;Urbana;3
Homem;25;Branca;Médio completo ou equivalente;2500;40;Urbana;3
Homem;58;Branca;Fundamental completo ou equivalente;2500;20;Rural;1
Mulher;54;Branca;Fundamental completo ou equivalente;200;8;Rural;2
Homem;27;Preta;Médio incompleto ou equivalente;1045;44;Urbana;4
Mulher;26;Parda;Superior completo;1045;44;Urbana;5
Mulher;34;Preta;Médio completo ou equivalente;1100;30;Urbana;3
Mulher;16;Parda;Fundamental completo ou equivalente;408;20;Urbana;4
Homem;28;Parda;Superior completo;1045;44;Urbana;3
Homem;39;Branca;Superior completo;2300;40;Urbana;3
Homem;51;Parda;Superior incompleto ou equivalente;2100;40;Urbana;3
Mulher;56;Branca;Superior incompleto ou equivalente;3000;30;Urbana;3
Homem;41;Parda;Fundamental incompleto ou equivalente;600;40;Urbana;3
